province,date,cases
JAWA TENGAH,2013-04-01,1645.0
JAWA TENGAH,2013-05-01,1625.0
JAWA TENGAH,2013-06-01,1035.0
JAWA TENGAH,2013-07-01,1043.0
JAWA TENGAH,2013-08-01,761.0
JAWA TENGAH,2013-09-01,623.0
JAWA TENGAH,2013-10-01,791.0
JAWA TENGAH,2013-11-01,544.0
JAWA TENGAH,2013-12-01,701.0
JAWA TENGAH,2014-01-01,1017.0
JAWA TENGAH,2014-02-01,1118.0
JAWA TENGAH,2014-03-01,738.0
JAWA TENGAH,2014-04-01,1126.0
JAWA TENGAH,2014-05-01,843.0
JAWA TENGAH,2014-06-01,760.0
JAWA TENGAH,2014-07-01,893.0
JAWA TENGAH,2014-08-01,843.0
JAWA TENGAH,2014-09-01,791.0
JAWA TENGAH,2014-10-01,1067.0
JAWA TENGAH,2014-11-01,840.0
JAWA TENGAH,2014-12-01,1039.0
JAWA TENGAH,2015-01-01,2807.0
JAWA TENGAH,2015-02-01,2655.0
JAWA TENGAH,2015-03-01,2049.0
JAWA TENGAH,2015-04-01,2305.0
JAWA TENGAH,2015-05-01,1544.0
JAWA TENGAH,2015-06-01,1349.0
JAWA TENGAH,2015-07-01,1038.0
JAWA TENGAH,2015-08-01,573.0
JAWA TENGAH,2015-09-01,425.0
JAWA TENGAH,2015-10-01,440.0
JAWA TENGAH,2015-11-01,501.0
JAWA TENGAH,2015-12-01,712.0
JAWA TENGAH,2016-01-01,2042.0
JAWA TENGAH,2016-03-01,1897.0
JAWA TENGAH,2016-04-01,1996.0
JAWA TENGAH,2016-05-01,1587.0
JAWA TENGAH,2016-06-01,1044.0
JAWA TENGAH,2016-07-01,901.0
JAWA TENGAH,2016-08-01,593.0
JAWA TENGAH,2016-09-01,348.0
JAWA TENGAH,2016-10-01,567.0
JAWA TENGAH,2016-11-01,458.0
JAWA TENGAH,2016-12-01,426.0
JAWA TENGAH,2017-01-01,1404.0
JAWA TENGAH,2017-02-01,907.0
JAWA TENGAH,2017-03-01,773.0
JAWA TENGAH,2017-04-01,662.0
JAWA TENGAH,2017-05-01,504.0
JAWA TENGAH,2017-06-01,481.0
JAWA TENGAH,2017-07-01,482.0
JAWA TENGAH,2017-08-01,464.0
JAWA TENGAH,2017-09-01,363.0
JAWA TENGAH,2017-10-01,417.0
JAWA TENGAH,2017-11-01,424.0
JAWA TENGAH,2017-12-01,519.0
JAWA TENGAH,2018-01-01,322.0
JAWA TENGAH,2018-02-01,246.0
JAWA TENGAH,2018-03-01,253.0
JAWA TENGAH,2018-04-01,271.0
JAWA TENGAH,2018-05-01,200.0
JAWA TENGAH,2018-06-01,218.0
JAWA TENGAH,2018-07-01,300.0
JAWA TENGAH,2018-08-01,162.0
JAWA TENGAH,2018-09-01,160.0
JAWA TENGAH,2018-10-01,317.0
JAWA TENGAH,2018-11-01,305.0
JAWA TENGAH,2018-12-01,379.0
JAWA TENGAH,2019-01-01,1595.0
JAWA TENGAH,2019-02-01,1510.0
JAWA TENGAH,2019-03-01,1326.0
JAWA TENGAH,2019-04-01,1429.0
JAWA TENGAH,2019-05-01,1108.0
JAWA TENGAH,2019-06-01,698.0
JAWA TENGAH,2019-07-01,418.0
JAWA TENGAH,2019-08-01,213.0
JAWA TENGAH,2019-09-01,204.0
JAWA TENGAH,2019-10-01,193.0
JAWA TENGAH,2019-11-01,203.0
JAWA TENGAH,2019-12-01,227.0
JAWA TENGAH,2020-01-01,654.0
JAWA TENGAH,2020-02-01,967.0
JAWA TENGAH,2020-03-01,990.0
JAWA TENGAH,2020-04-01,697.0
JAWA TENGAH,2020-05-01,708.0
JAWA TENGAH,2020-06-01,484.0
JAWA TENGAH,2020-07-01,324.0
JAWA TENGAH,2020-08-01,223.0
JAWA TENGAH,2020-10-01,135.0
JAWA TENGAH,2020-11-01,186.0
JAWA TENGAH,2020-12-01,167.0
JAWA TENGAH,2021-01-01,224.0
JAWA TENGAH,2021-02-01,220.0
JAWA TENGAH,2021-03-01,355.0
JAWA TENGAH,2021-04-01,370.0
JAWA TENGAH,2021-05-01,411.0
JAWA TENGAH,2021-06-01,196.0
JAWA TENGAH,2021-07-01,127.0
JAWA TENGAH,2021-08-01,175.0
JAWA TENGAH,2021-09-01,221.0
JAWA TENGAH,2021-10-01,338.0
JAWA TENGAH,2021-11-01,788.0
JAWA TENGAH,2021-12-01,1043.0
JAWA TENGAH,2022-01-01,1880.0
JAWA TENGAH,2022-02-01,924.0
JAWA TENGAH,2022-03-01,926.0
JAWA TENGAH,2022-04-01,1190.0
JAWA TENGAH,2022-05-01,1134.0
JAWA TENGAH,2022-06-01,848.0
JAWA TENGAH,2022-07-01,1220.0
JAWA TENGAH,2022-08-01,902.0
JAWA TENGAH,2022-09-01,764.0
JAWA TENGAH,2022-10-01,869.0
JAWA TENGAH,2022-11-01,870.0
JAWA TENGAH,2022-12-01,949.0
JAWA TENGAH,2023-01-01,1159.0
JAWA TENGAH,2023-02-01,804.0
JAWA TENGAH,2023-03-01,717.0
JAWA TENGAH,2023-04-01,671.0
JAWA TENGAH,2023-05-01,692.0
JAWA TENGAH,2023-06-01,570.0
JAWA TENGAH,2023-07-01,444.0
JAWA TENGAH,2023-08-01,349.0
JAWA TENGAH,2023-09-01,278.0
JAWA TENGAH,2023-10-01,286.0
JAWA TENGAH,2023-11-01,285.0
JAWA TENGAH,2023-12-01,404.0
JAWA TENGAH,2024-01-01,1293.0
JAWA TENGAH,2024-02-01,1426.0
JAWA TENGAH,2024-03-01,1728.0
JAWA TENGAH,2024-04-01,2219.0
JAWA TENGAH,2024-05-01,2093.0
JAWA TENGAH,2024-06-01,1752.0
JAWA TENGAH,2024-07-01,1526.0
JAWA TIMUR,2004-01-01,1573.0
JAWA TIMUR,2004-02-01,1786.0
JAWA TIMUR,2004-03-01,3139.0
JAWA TIMUR,2004-04-01,516.0
JAWA TIMUR,2004-05-01,38.0
JAWA TIMUR,2005-01-01,809.0
JAWA TIMUR,2005-02-01,1282.0
JAWA TIMUR,2005-03-01,1225.0
JAWA TIMUR,2005-04-01,902.0
JAWA TIMUR,2005-05-01,932.0
JAWA TIMUR,2005-06-01,647.0
JAWA TIMUR,2005-07-01,619.0
JAWA TIMUR,2005-08-01,1151.0
JAWA TIMUR,2005-09-01,967.0
JAWA TIMUR,2005-10-01,1056.0
JAWA TIMUR,2005-11-01,1862.0
JAWA TIMUR,2005-12-01,870.0
JAWA TIMUR,2006-01-01,5778.0
JAWA TIMUR,2006-02-01,4404.0
JAWA TIMUR,2006-03-01,3106.0
JAWA TIMUR,2006-04-01,2127.0
JAWA TIMUR,2007-01-01,2648.0
JAWA TIMUR,2007-02-01,4326.0
JAWA TIMUR,2007-03-01,3853.0
JAWA TIMUR,2007-04-01,2654.0
JAWA TIMUR,2007-05-01,2714.0
JAWA TIMUR,2007-06-01,1971.0
JAWA TIMUR,2007-07-01,1424.0
JAWA TIMUR,2007-08-01,1041.0
JAWA TIMUR,2007-09-01,804.0
JAWA TIMUR,2007-10-01,794.0
JAWA TIMUR,2007-11-01,1516.0
JAWA TIMUR,2007-12-01,2205.0
JAWA TIMUR,2008-01-01,4082.0
JAWA TIMUR,2008-02-01,3189.0
JAWA TIMUR,2008-03-01,2128.0
JAWA TIMUR,2008-04-01,1785.0
JAWA TIMUR,2008-05-01,1428.0
JAWA TIMUR,2008-06-01,769.0
JAWA TIMUR,2008-07-01,489.0
JAWA TIMUR,2008-08-01,338.0
JAWA TIMUR,2008-09-01,366.0
JAWA TIMUR,2008-10-01,533.0
JAWA TIMUR,2008-11-01,919.0
JAWA TIMUR,2008-12-01,1284.0
JAWA TIMUR,2009-01-01,2486.0
JAWA TIMUR,2009-02-01,1987.0
JAWA TIMUR,2009-03-01,1904.0
JAWA TIMUR,2009-04-01,1868.0
JAWA TIMUR,2009-05-01,1596.0
JAWA TIMUR,2009-06-01,1478.0
JAWA TIMUR,2009-07-01,1469.0
JAWA TIMUR,2009-08-01,1021.0
JAWA TIMUR,2009-09-01,719.0
JAWA TIMUR,2009-10-01,823.0
JAWA TIMUR,2009-11-01,1146.0
JAWA TIMUR,2009-12-01,2134.0
JAWA TIMUR,2010-01-01,5601.0
JAWA TIMUR,2010-02-01,5253.0
JAWA TIMUR,2010-03-01,4028.0
JAWA TIMUR,2010-04-01,2476.0
JAWA TIMUR,2010-05-01,2173.0
JAWA TIMUR,2010-06-01,1701.0
JAWA TIMUR,2010-07-01,1230.0
JAWA TIMUR,2010-08-01,778.0
JAWA TIMUR,2010-09-01,465.0
JAWA TIMUR,2010-10-01,803.0
JAWA TIMUR,2010-11-01,857.0
JAWA TIMUR,2010-12-01,655.0
JAWA TIMUR,2011-01-01,1035.0
JAWA TIMUR,2011-02-01,682.0
JAWA TIMUR,2011-03-01,593.0
JAWA TIMUR,2011-05-01,486.0
JAWA TIMUR,2011-06-01,337.0
JAWA TIMUR,2011-07-01,308.0
JAWA TIMUR,2011-08-01,197.0
JAWA TIMUR,2011-09-01,196.0
JAWA TIMUR,2011-10-01,220.0
JAWA TIMUR,2011-11-01,342.0
JAWA TIMUR,2011-12-01,469.0
JAWA TIMUR,2012-01-01,1008.0
JAWA TIMUR,2012-02-01,756.0
JAWA TIMUR,2012-03-01,703.0
JAWA TIMUR,2012-04-01,646.0
JAWA TIMUR,2012-05-01,745.0
JAWA TIMUR,2012-06-01,499.0
JAWA TIMUR,2012-07-01,437.0
JAWA TIMUR,2012-08-01,341.0
JAWA TIMUR,2012-09-01,369.0
JAWA TIMUR,2012-10-01,642.0
JAWA TIMUR,2012-11-01,841.0
JAWA TIMUR,2012-12-01,1190.0
JAWA TIMUR,2013-01-01,3264.0
JAWA TIMUR,2013-02-01,2550.0
JAWA TIMUR,2013-03-01,2124.0
JAWA TIMUR,2013-04-01,1787.0
JAWA TIMUR,2013-05-01,1333.0
JAWA TIMUR,2013-06-01,951.0
JAWA TIMUR,2013-07-01,781.0
JAWA TIMUR,2013-08-01,521.0
JAWA TIMUR,2013-09-01,397.0
JAWA TIMUR,2013-10-01,357.0
JAWA TIMUR,2013-11-01,407.0
JAWA TIMUR,2013-12-01,423.0
JAWA TIMUR,2014-01-01,980.0
JAWA TIMUR,2014-02-01,918.0
JAWA TIMUR,2014-03-01,881.0
JAWA TIMUR,2014-04-01,837.0
JAWA TIMUR,2014-05-01,855.0
JAWA TIMUR,2014-06-01,784.0
JAWA TIMUR,2014-07-01,569.0
JAWA TIMUR,2014-08-01,640.0
JAWA TIMUR,2014-09-01,551.0
JAWA TIMUR,2014-10-01,600.0
JAWA TIMUR,2014-11-01,735.0
JAWA TIMUR,2014-12-01,923.0
JAWA TIMUR,2015-01-01,4584.0
JAWA TIMUR,2015-02-01,4379.0
JAWA TIMUR,2015-03-01,2645.0
JAWA TIMUR,2015-04-01,1941.0
JAWA TIMUR,2015-05-01,1508.0
JAWA TIMUR,2015-06-01,1194.0
JAWA TIMUR,2015-07-01,738.0
JAWA TIMUR,2015-08-01,607.0
JAWA TIMUR,2015-09-01,442.0
JAWA TIMUR,2015-10-01,554.0
JAWA TIMUR,2015-11-01,806.0
JAWA TIMUR,2015-12-01,740.0
JAWA TIMUR,2016-01-01,3590.0
JAWA TIMUR,2016-03-01,3370.0
JAWA TIMUR,2016-04-01,2578.0
JAWA TIMUR,2016-05-01,2278.0
JAWA TIMUR,2016-06-01,1523.0
JAWA TIMUR,2016-07-01,1346.0
JAWA TIMUR,2016-08-01,1265.0
JAWA TIMUR,2016-09-01,1146.0
JAWA TIMUR,2016-10-01,1115.0
JAWA TIMUR,2016-11-01,1251.0
JAWA TIMUR,2016-12-01,1135.0
JAWA TIMUR,2017-01-01,1682.0
JAWA TIMUR,2017-02-01,1187.0
JAWA TIMUR,2017-03-01,924.0
JAWA TIMUR,2017-04-01,681.0
JAWA TIMUR,2017-05-01,504.0
JAWA TIMUR,2017-06-01,384.0
JAWA TIMUR,2017-07-01,317.0
JAWA TIMUR,2017-08-01,334.0
JAWA TIMUR,2017-09-01,338.0
JAWA TIMUR,2017-10-01,431.0
JAWA TIMUR,2017-11-01,494.0
JAWA TIMUR,2017-12-01,562.0
JAWA TIMUR,2018-01-01,1114.0
JAWA TIMUR,2018-02-01,823.0
JAWA TIMUR,2018-03-01,768.0
JAWA TIMUR,2018-04-01,754.0
JAWA TIMUR,2018-05-01,755.0
JAWA TIMUR,2018-06-01,595.0
JAWA TIMUR,2018-07-01,534.0
JAWA TIMUR,2018-08-01,533.0
JAWA TIMUR,2018-09-01,533.0
JAWA TIMUR,2018-10-01,723.0
JAWA TIMUR,2018-11-01,789.0
JAWA TIMUR,2018-12-01,528.0
JAWA TIMUR,2019-01-01,5590.0
JAWA TIMUR,2019-02-01,4311.0
JAWA TIMUR,2019-03-01,2894.0
JAWA TIMUR,2019-04-01,1613.0
JAWA TIMUR,2019-05-01,1353.0
JAWA TIMUR,2019-06-01,762.0
JAWA TIMUR,2019-07-01,399.0
JAWA TIMUR,2019-08-01,225.0
JAWA TIMUR,2019-09-01,218.0
JAWA TIMUR,2019-10-01,263.0
JAWA TIMUR,2019-11-01,356.0
JAWA TIMUR,2019-12-01,413.0
JAWA TIMUR,2020-01-01,1069.0
JAWA TIMUR,2020-02-01,1665.0
JAWA TIMUR,2020-03-01,1533.0
JAWA TIMUR,2020-04-01,1085.0
JAWA TIMUR,2020-05-01,870.0
JAWA TIMUR,2020-06-01,649.0
JAWA TIMUR,2020-07-01,402.0
JAWA TIMUR,2020-08-01,242.0
JAWA TIMUR,2020-10-01,226.0
JAWA TIMUR,2020-11-01,279.0
JAWA TIMUR,2020-12-01,318.0
JAWA TIMUR,2021-01-01,674.0
JAWA TIMUR,2021-02-01,638.0
JAWA TIMUR,2021-03-01,738.0
JAWA TIMUR,2021-04-01,681.0
JAWA TIMUR,2021-05-01,525.0
JAWA TIMUR,2021-06-01,414.0
JAWA TIMUR,2021-07-01,120.0
JAWA TIMUR,2021-08-01,133.0
JAWA TIMUR,2021-09-01,205.0
JAWA TIMUR,2021-10-01,365.0
JAWA TIMUR,2021-11-01,817.0
JAWA TIMUR,2021-12-01,1450.0
JAWA TIMUR,2022-01-01,2912.0
JAWA TIMUR,2022-02-01,1325.0
JAWA TIMUR,2022-03-01,1017.0
JAWA TIMUR,2022-04-01,987.0
JAWA TIMUR,2022-05-01,1101.0
JAWA TIMUR,2022-06-01,1133.0
JAWA TIMUR,2022-07-01,916.0
JAWA TIMUR,2022-08-01,799.0
JAWA TIMUR,2022-09-01,658.0
JAWA TIMUR,2022-10-01,682.0
JAWA TIMUR,2022-11-01,795.0
JAWA TIMUR,2022-12-01,910.0
JAWA TIMUR,2023-01-01,1637.0
JAWA TIMUR,2023-02-01,1119.0
JAWA TIMUR,2023-03-01,1127.0
JAWA TIMUR,2023-04-01,747.0
JAWA TIMUR,2023-05-01,837.0
JAWA TIMUR,2023-06-01,686.0
JAWA TIMUR,2023-07-01,497.0
JAWA TIMUR,2023-08-01,469.0
JAWA TIMUR,2023-09-01,485.0
JAWA TIMUR,2023-10-01,520.0
JAWA TIMUR,2023-11-01,552.0
JAWA TIMUR,2023-12-01,725.0
JAWA TIMUR,2024-01-01,2605.0
JAWA TIMUR,2024-02-01,3472.0
JAWA TIMUR,2024-03-01,4988.0
JAWA TIMUR,2024-04-01,3880.0
JAWA TIMUR,2024-05-01,3712.0
JAWA TIMUR,2024-06-01,3175.0
JAWA TIMUR,2024-07-01,986.0
